,name,date,price,5MA,1日報酬,2日報酬,3日報酬,4日報酬,5日報酬
0,Y9999 加權指數,2016-01-11,7788.42,7919.990000000001,-0.013370965433109092,-0.008104879483855234,-0.025276613532005353,-0.03550292194162056,-0.040156465284573103
1,Y9999 加權指數,2016-01-12,7768.45,7858.658,-0.0025640630577190566,-0.015900744492315076,-0.010648161119502472,-0.027775865758742753,-0.037975953268748024
2,Y9999 加權指數,2016-01-13,7824.61,7825.502,0.007229241354452929,0.004646642066041585,-0.00878645345751258,-0.003495897891763528,-0.02074742284168866
3,Y9999 加權指數,2016-01-14,7742.88,7803.666,-0.010445249028386025,-0.0032915189001666624,-0.005847142295870017,-0.01913992579145856,-0.013904631396092272
4,Y9999 加權指數,2016-01-15,7762.01,7777.274,0.002470656913189938,-0.008000398741918059,-0.0008289942009023164,-0.003390931665215776,-0.016716557068243234
5,Y9999 加權指數,2016-01-18,7811.18,7781.825999999999,0.006334699388431614,0.008821007170458561,-0.0017163794745040817,0.0055004537584718285,0.002922287190469982
6,Y9999 加權指數,2016-01-19,7854.88,7799.111999999999,0.005594545254366154,0.011964684405199155,0.014464901948628935,0.0038685634172182944,0.011125771550309301
7,Y9999 加權指數,2016-01-20,7699.12,7774.014,-0.019829710956755574,-0.014346103917717989,-0.008102282785000319,-0.005651643832785762,-0.016037860033918595
8,Y9999 加權指數,2016-01-21,7664.01,7758.24,-0.004560261432475357,-0.024299543723137702,-0.018840943365791094,-0.01262559568977623,-0.010186132291860378
9,Y9999 加權指數,2016-01-22,7756.18,7757.0740000000005,0.012026341301746745,0.007411236608859247,-0.012565437027682131,-0.007041189679408233,-0.000751094110932597
10,Y9999 加權指數,2016-01-25,7894.15,7773.668000000001,0.017788395834031617,0.030028666455288996,0.02533146645330892,0.0049994398386734775,0.010621954685463572
11,Y9999 加權指數,2016-01-26,7828.67,7768.4259999999995,-0.008294749909743236,0.00934609562954957,0.021484836267176042,0.016826598364488434,-0.003336779174220362
12,Y9999 加權指數,2016-01-27,7849.83,7798.568000000001,0.00270288567534458,-0.005614283995110266,0.01207424273289166,0.024245792998704295,0.019574964411517164
13,Y9999 加權指數,2016-01-28,7905.1,7846.786,0.0070409168096634495,0.009762833278194162,0.0013871031079977867,0.019200173281177083,0.03145742241985594
14,Y9999 加權指數,2016-01-29,8080.6,7911.67,0.02220085767415972,0.029398088875810104,0.03218043422445962,0.02361875566083755,0.04182729126967142
15,Y9999 加權指數,2016-01-30,8145.21,7961.882,0.00799569338910473,0.030374062314202182,0.037628840369791465,0.04043343249875138,0.03180329737843852
16,Y9999 加權指數,2016-02-01,8156.96,8027.539999999999,0.001442565630597615,0.009449793332178262,0.031860444523155895,0.03912568807222578,0.04193432600939878
17,Y9999 加權指數,2016-02-02,8131.24,8083.822,-0.0031531354818462093,-0.0017151184561233234,0.0062668613716802485,0.02860684874321633,0.03584918399506739
18,Y9999 加權指數,2016-02-03,8063.0,8115.402,-0.00839232392599404,-0.011518997273494052,-0.010093048552462127,-0.002178056084944232,0.019974446876067302
19,Y9999 加權指數,2016-02-15,8066.51,8112.584,0.0004353218405060422,-0.007960655447385586,-0.01108868990408189,-0.00966212043642826,-0.0017436823998218133
20,Y9999 加權指數,2016-02-16,8212.07,8125.956,0.018044978559500886,0.01848815577328534,0.009940673255247653,0.006756193483846883,0.008208505366957964
21,Y9999 加權指數,2016-02-17,8214.25,8137.414,0.0002654629100823898,0.018315231742104053,0.018758526603001365,0.01020877504538056,0.007023449912712575
22,Y9999 加權指數,2016-02-18,8314.67,8174.1,0.012225096630854925,0.01249380485066498,0.030764233850822702,0.031212948034230446,0.022558674937647922
23,Y9999 加權指數,2016-02-19,8325.04,8226.508,0.0012471932139219957,0.013487536902334464,0.013756580253212792,0.03204979600843495,0.03249906982512723
24,Y9999 加權指數,2016-02-22,8326.68,8278.542,0.00019699605046935725,0.0014444349565286678,0.01368718994430414,0.013956286295659997,0.03225310574213632
25,Y9999 加權指數,2016-02-23,8334.64,8303.056,0.0009559632410515508,0.001153147612503789,0.0024017790243027496,0.014656237635815738,0.014925591233391789
26,Y9999 加權指數,2016-02-24,8282.86,8316.778,-0.0062126258602649715,-0.00526260166116624,-0.005066642322439326,-0.0038257681904392466,0.008352558054600308
27,Y9999 加權指數,2016-02-25,8365.86,8327.016,0.010020693335393812,0.003745812656575589,0.004705356756834691,0.004903279744001195,0.00615658829514587
28,Y9999 加權指數,2016-02-26,8411.16,8344.24,0.005414864700102473,0.015489818734108662,0.00918096042540535,0.010145700327141136,0.010344695040504186
29,Y9999 加權指數,2016-03-01,8485.69,8376.042000000001,0.008860846779754595,0.014323691766297776,0.024487918424312364,0.01812315828878045,0.019096446602967835
30,Y9999 加權指數,2016-03-02,8544.05,8417.923999999999,0.006877460760409438,0.015799247666195795,0.021299663154774127,0.03153379388278912,0.025125260359175665
31,Y9999 加權指數,2016-03-03,8611.79,8483.71,0.00792832438948761,0.014860311889781545,0.02385283361629086,0.029396858183139602,0.03971212841941072
32,Y9999 加權指數,2016-03-04,8643.55,8539.248000000001,0.003687967309931895,0.01164553110059047,0.018603083544178348,0.02762876939684888,0.03319324014506562
33,Y9999 加權指數,2016-03-07,8659.55,8588.926000000001,0.0018510912761538953,0.005545885350199946,0.013518179317770848,0.020488610825990433,0.02953100404700415
34,Y9999 加權指數,2016-03-08,8664.31,8624.65,0.0005496821428365467,0.0024017909308097045,0.0060986159671797165,0.014075292162382035,0.021049555192329553
35,Y9999 加權指數,2016-03-09,8634.11,8642.662,-0.0034855631896826074,-0.0029377969986891573,-0.0010921438529306467,0.0025917956661738973,0.010540668652454201
36,Y9999 加權指數,2016-03-10,8660.7,8652.444,0.003079645730712273,-0.00041665175876656806,0.0001328013580384033,0.001984138461627625,0.0056794232093443815
37,Y9999 加權指數,2016-03-11,8706.14,8664.962,0.005246689066703464,0.008342492741000384,0.004827851265709552,0.005380187192175131,0.007241237685904536
38,Y9999 加權指數,2016-03-14,8747.9,8682.632,0.004796614802886265,0.010068470216033219,0.013179123268061102,0.009647623411443053,0.01020260868058968
39,Y9999 加權指數,2016-03-15,8611.18,8672.006,-0.01562889379165278,-0.010907244772080294,-0.005717782627270363,-0.002655745641415304,-0.0061320520618490335
40,Y9999 加權指數,2016-03-16,8699.14,8685.011999999999,0.01021462796039557,-0.005573909166771479,-0.0008040302591044941,0.004438440310829227,0.007531754865295766
41,Y9999 加權指數,2016-03-17,8734.54,8699.78,0.004069367776584979,0.014325562814852387,-0.001527223676539371,0.003262065622652686,0.008525869733393391
